,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
655,chrX,103275145,103285389,IL1RAPL2,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
656,chrX,103313575,103329829,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
657,chrX,103335201,103344691,IL1RAPL2,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
658,chrX,103394336,103409597,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
659,chrX,103607455,103616321,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
660,chrX,103666933,103676905,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
661,chrX,103683798,103695048,IL1RAPL2,0.01305,0.08315,0.00878,0.01131,0.02013,0.06827,0.09602,0.01882,0.01431,0.04786,0.06588,0.11463,0.08113,0.2029,0.02461,0.0145,0.027,0.08791,0.04152,0.05986,0.16525
662,chrX,103727418,103737246,IL1RAPL2,0.01246,0.08997,0.00902,0.01633,0.01756,0.07475,0.18074,0.02037,0.03397,0.01821,0.13648,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
663,chrX,104012036,104026395,IL1RAPL2,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
664,chrX,104026395,104039206,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
665,chrX,104040908,104049016,IL1RAPL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
666,chrX,104160292,104169843,IL1RAPL2,0.01781,0.09758,0.01053,0.02631,0.01301,0.08326,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
667,chrX,104160292,104169843,LOC105373303,0.01781,0.09758,0.01053,0.02631,0.01301,0.08326,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
668,chrX,104390327,104398521,NRK,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
669,chrX,104390327,104398521,LOC105373304,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
670,chrX,105076201,105084500,RADX,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
671,chrX,105086654,105096046,RADX,0.01631,0.09725,0.00964,0.02381,0.0153,0.08168,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
672,chrX,105076201,105084500,MIR548AN,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
673,chrX,105184646,105198261,RNF128,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
674,chrX,105290821,105302318,TBC1D8B,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
675,chrX,105312108,105326235,TBC1D8B,0.01206,0.08268,0.00891,0.01243,0.02421,0.05219,0.09602,0.01882,0.01453,0.04786,0.05157,0.11463,0.07104,0.2029,0.03014,0.01741,0.027,0.07009,0.04934,0.03874,0.13988
676,chrX,105398632,105411126,MORC4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
677,chrX,105510874,105524560,RBM41,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
678,chrX,105524560,105535831,RBM41,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
679,chrX,105591411,105605175,NUP62CL,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
680,chrX,106017503,106034022,FRMPD3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
681,chrX,106305173,106317865,MID2,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
682,chrX,106317865,106328435,MID2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
683,chrX,106344414,106352887,MID2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
684,chrX,106344414,106352887,LOC101928335,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
685,chrX,106487404,106495483,VSIG1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
686,chrX,106530068,106546138,ATG4A,0.01373,0.09056,0.01032,0.02993,0.02342,0.05242,0.08962,0.01601,0.02027,0.05446,0.044,0.09099,0.04288,0.21183,0.03194,0.02307,0.04118,0.04741,0.08362,0.01908,0.13657
687,chrX,106576592,106586201,ATG4A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
688,chrX,106907188,106927248,COL4A5,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
689,chrX,106938637,106952020,COL4A5,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
690,chrX,106956800,106973642,COL4A5,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
691,chrX,106978575,106994288,COL4A5,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
692,chrX,107064824,107090080,COL4A5,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
693,chrX,107860863,107875168,GUCY2F,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
694,chrX,108501757,108510920,TMEM164,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
695,chrX,108517781,108530107,TMEM164,0.01206,0.08268,0.00891,0.01215,0.02421,0.06659,0.09602,0.01882,0.01451,0.04786,0.06588,0.11463,0.06498,0.2029,0.02461,0.01687,0.027,0.08791,0.04558,0.04742,0.16525
696,chrX,108536798,108550943,TMEM164,0.01119,0.09723,0.00885,0.01633,0.03336,0.08024,0.12012,0.01716,0.01713,0.05723,0.08551,0.13081,0.06498,0.26134,0.02461,0.02112,0.03811,0.1023,0.07042,0.04742,0.21717
697,chrX,108501757,108510920,MIR652,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
698,chrX,108517781,108530107,MIR3978,0.01206,0.08268,0.00891,0.01215,0.02421,0.06659,0.09602,0.01882,0.01451,0.04786,0.06588,0.11463,0.06498,0.2029,0.02461,0.01687,0.027,0.08791,0.04558,0.04742,0.16525
699,chrX,108770954,108780088,AMMECR1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
700,chrX,108795074,108805072,AMMECR1,0.0133,0.08971,0.00931,0.01153,0.02112,0.0579,0.09602,0.02249,0.01431,0.04786,0.05157,0.13081,0.08113,0.2029,0.03014,0.01805,0.02146,0.08279,0.04152,0.046,0.13988
701,chrX,108770954,108780088,LOC105373312,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
702,chrX,109210021,109229031,CHRDL1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
703,chrX,109415320,109431348,PAK3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
704,chrX,109519346,109530723,PAK3,0.01206,0.08268,0.01015,0.01564,0.02421,0.06659,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
705,chrX,109786386,109795686,DCX,0.01206,0.08268,0.0127,0.01243,0.02421,0.06659,0.09602,0.02764,0.01453,0.04786,0.06588,0.14873,0.07104,0.2029,0.02461,0.02827,0.01716,0.11833,0.04934,0.05113,0.16525
706,chrX,110230463,110260787,TRPC5,0.01119,0.09723,0.00904,0.02139,0.02488,0.06409,0.12012,0.01566,0.02024,0.04443,0.06832,0.11463,0.06191,0.23046,0.03014,0.02125,0.03567,0.07009,0.07188,0.03246,0.16264
707,chrX,110382127,110391994,TRPC5,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
708,chrX,110420906,110436707,TRPC5,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
709,chrX,110440364,110451085,TRPC5,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
710,chrX,113140565,113158460,HTR2C,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
711,chrX,113232878,113247281,HTR2C,0.0133,0.08971,0.01116,0.01829,0.02112,0.07317,0.09602,0.02764,0.01563,0.04786,0.06588,0.14873,0.06191,0.2029,0.02461,0.03434,0.01716,0.11833,0.05793,0.04339,0.16525
712,chrX,113264573,113308988,HTR2C,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
713,chrX,113140565,113158460,LOC105373313,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
714,chrX,113521895,113530827,LRCH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
715,chrX,113547843,113556114,LRCH2,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
716,chrX,113579721,113588228,LRCH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
717,chrX,116407093,116415569,KLHL13,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
718,chrX,116415569,116426428,KLHL13,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
719,chrX,116442219,116451140,KLHL13,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
720,chrX,116455696,116465349,KLHL13,0.01451,0.08997,0.00902,0.02049,0.01756,0.07475,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
721,chrX,116788647,116798862,WDR44,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
722,chrX,116798862,116808558,WDR44,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
723,chrX,117108732,117117596,IL13RA1,0.01206,0.08268,0.01015,0.01564,0.02421,0.06659,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
724,chrX,117161205,117169395,IL13RA1,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
725,chrX,117108732,117117596,LOC124900501,0.01206,0.08268,0.01015,0.01564,0.02421,0.06659,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
726,chrX,117368500,117377422,LONRF3,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
727,chrX,117808533,117820359,SLC25A43,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
728,chrX,117808533,117820359,RN7SL118P,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
729,chrX,117922165,117931622,STEEP1,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
730,chrX,117938173,117947645,STEEP1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
731,chrX,118285572,118293921,AKAP14,0.01214,0.10527,0.02216,0.02497,0.01589,0.03169,0.12012,0.01999,0.02024,0.03452,0.03226,0.05087,0.06191,0.2029,0.06188,0.0115,0.04779,0.01534,0.05793,0.01463,0.0768
732,chrX,118885460,118899672,CUL4B,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
733,chrX,121590364,121598658,GRIA3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
734,chrX,121691634,121703481,GRIA3,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
735,chrX,121957622,121969553,THOC2,0.01521,0.12313,0.01242,0.01708,0.01621,0.06886,0.12012,0.01566,0.01449,0.04443,0.05376,0.11463,0.09225,0.23046,0.0382,0.01254,0.03567,0.05469,0.04486,0.04137,0.13757
736,chrX,121982488,121993792,THOC2,0.01148,0.08268,0.01015,0.01014,0.03217,0.03982,0.14821,0.01539,0.02027,0.03155,0.0715,0.13081,0.08113,0.23046,0.0382,0.01805,0.02854,0.06565,0.05311,0.03457,0.13757
737,chrX,122020953,122034540,THOC2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
738,chrX,122890385,122906255,TENM1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
739,chrX,122993869,123002297,TENM1,0.01037,0.05884,0.01315,0.00926,0.03949,0.0446,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
740,chrX,123061493,123072778,TENM1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
741,chrX,123116008,123125324,TENM1,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
742,chrX,123172083,123183082,TENM1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
743,chrX,123187780,123196626,TENM1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
744,chrX,122993869,123002297,RPS26P57,0.01037,0.05884,0.01315,0.00926,0.03949,0.0446,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
745,chrX,128133243,128141610,ZDHHC9,0.02212,0.12313,0.01242,0.02725,0.02241,0.08582,0.09602,0.01882,0.01453,0.07612,0.05157,0.11463,0.07104,0.26134,0.03014,0.01741,0.04685,0.07009,0.07725,0.03874,0.18827
746,chrX,128565356,128575052,ZNF280C,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
747,chrX,129129030,129143453,ENOX2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
748,chrX,129698926,129713703,LOC102723546,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
749,chrX,129698926,129713703,LOC107985705,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
750,chrX,129698926,129713703,LOC124905286,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
751,chrX,129749200,129759305,OR1AA1P,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
752,chrX,130770211,130778337,MBNL3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
753,chrX,131187836,131197747,HS6ST2,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
754,chrX,131250898,131265591,HS6ST2,0.01689,0.10527,0.00971,0.01566,0.01589,0.08783,0.09602,0.01882,0.01431,0.04786,0.06588,0.11463,0.08113,0.2029,0.02461,0.0145,0.027,0.08791,0.04152,0.05986,0.16525
755,chrX,131360396,131368719,USP26,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
756,chrX,131386177,131394194,USP26,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
757,chrX,132034979,132047428,GPC3,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
758,chrX,132145935,132157812,GPC3,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
759,chrX,132722464,132731774,PHF6,0.02212,0.05547,0.00885,0.009,0.04164,0.04094,0.03816,0.02764,0.02308,0.11862,0.02447,0.06794,0.05845,0.20617,0.02424,0.01175,0.05525,0.04741,0.0596,0.04043,0.16362
760,chrX,133636664,133644690,ZNF75D,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
761,chrX,133882806,133892441,INTS6L,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
762,chrX,134209926,134220485,SAGE1,0.0112,0.09575,0.0088,0.01516,0.02278,0.07045,0.11815,0.01684,0.01651,0.04131,0.07635,0.12403,0.07531,0.21179,0.02778,0.01931,0.027,0.08791,0.05412,0.0476,0.16525
763,chrX,134637836,134649323,ADGRG4,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
764,chrX,134679824,134695682,ADGRG4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
